Denkmalzone Christlicher Friedhof Idar (Tiefensteiner Straße),Idar-Oberstein,"1869 in „Mittelstweiler“ angelegt, 1871 erstmals belegt, mehrfach vergrößert; seit 1969 neuer Hauptfriedhof westlich davon „Im Schmalzgewann“; Kriegerdenkmal 1870/71: reliefierte, überdachte Stele, von acht Linden umgeben; Umfriedung mit barockisierendem Eingang wohl um 1900; Friedhofskapelle, Gelbsandsteinbau, gegen 1908; Kriegerdenkmal im Ehrenfriedhof für die 1914/18 Gefallenen, 1920; Friedhof für die Gefallenen von 1939/45 von Max Rupp, Idar-Oberstein, und Theodor Siegle, Saarbrücken, 1961; mehrere aufwändige Erbbegräbnisse","",""
Hauptstraße 330,Idar-Oberstein,"Eckwohnhaus, 1882, Architekt R. Goering; Ausstattung",49.69999,7.320901
Hauptstraße 332,Idar-Oberstein,"Eckwohnhaus, klassizistische und Neurenaissance-Motive, drittes Viertel des 19. Jahrhunderts",49.69999,7.320901
Hauptstraße 337/339,Idar-Oberstein,"dreigeschossiges Doppelwohnhaus mit Mansarddächern, 1910/11, Architekt Johannes Ranly, Oberstein",49.69999,7.320901
Hauptstraße 338,Idar-Oberstein,"ehemaliges Kaiserliches Postamt, sogenannte Alte Post; mächtiger, drei- und viergeschossiger Dreiflügelbau mit Schweif- und Fachwerkgiebeln, 1910–12, Architekt Postbaurat Neufeldt; platzbildprägend",49.69999,7.320901
Hauptstraße 342/344,Idar-Oberstein,"Doppelhaus, Rotsandsteinbau mit Mansarddach, spätgotische und Jugendstil-Motive, 1900, Architekt Hubert Himmes, Idar-Oberstein",49.69999,7.320901
Hauptstraße 385,Idar-Oberstein,"Putzbau, barockisierende Heimatstilnachklänge, 1950, Architekt Julius Schneider; bauzeitliche Ladeneinrichtung",49.69999,7.320901
Hauptstraße 386,Idar-Oberstein,"ehemaliges Kaufhaus Pielmeyer; dreigeschossiger Mansarddachbau, Louis-Seize- und Jugendstilmotive, um 1905, Architekten Gerhards & Hassert; straßenbildprägend",49.69999,7.320901
Hauptstraße 391,Idar-Oberstein,"Neurenaissance-Fassade des Wohn- und Geschäftshauses, 1890; straßenbildprägend",49.69999,7.320901
Hauptstraße 412/414,Idar-Oberstein,"barockes Doppelhaus mit Fachwerkgiebel, bezeichnet 1702",49.69999,7.320901
Hauptstraße 417,Idar-Oberstein,"dreigeschossiges Wohn- und Geschäftshaus, Jugendstilmotive, 1906, Architekt Max Jager; platzbildprägend",49.69999,7.320901
(an) Hauptstraße 418,Idar-Oberstein,"aufwändiger Fassadendekor, barockisierende Jugendstil, um 1905",49.69999,7.320901
Hauptstraße 432,Idar-Oberstein,"dreigeschossiger Fachwerkbau, teilweise massiv, Ende des 16. Jahrhunderts, Umbau 1717",49.69999,7.320901
Hauptstraße 434,Idar-Oberstein,"dreigeschossiges Wohn- und Geschäftshaus mit Mansarddach, Neurenaissancemotive, 1895; stadtbildprägend",49.69999,7.320901
Hauptstraße 468/470,Idar-Oberstein,"mächtiger dreigeschossiger Ständerbau, erste Hälfte des 15. Jahrhunderts",49.69999,7.320901
Hauptstraße 499,Idar-Oberstein,"Wohnhaus mit Mansarddach, barockisierender Putzdekor, Ende des 19. Jahrhunderts",49.69999,7.320901
Höckelböschstraße 1,Idar-Oberstein,"dreigeschossiges barockisierendes Eckwohn- und Geschäftshaus, um 1908; Ausstattung; stadtbildprägend",49.719417,7.301453
Höckelböschstraße 2,Idar-Oberstein,"Zeilenwohnhaus mit Mansarddach, Anfang des 20. Jahrhunderts",49.719295,7.301498
Höckelböschstraße 8,Idar-Oberstein,"Wohnhaus, Neurenaissancemotive, um 1877",49.719109,7.301129
Hoher Weg 1/3,Idar-Oberstein,"Doppelwohnhaus, dreigeschossiger Mansarddachbau über Stützmauer, 1912, Architekt Johannes Ranly; stadtbildprägend",49.703748,7.322958
Kasinostraße 7,Idar-Oberstein,"Gebäude der ehemaligen Kartonagefabrik Hermann Leyser; Ziegelbau, teilweise Fachwerk, filigrane Holzdetails, Ende des 19. Jahrhunderts; Wohnhaus 1896, Zwischentrakt 1911",49.703858,7.328618
Keltenstraße,Idar-Oberstein,"Wasserbehälter; repräsentativer Ziegelmauerwerk-Vorbau, 1894",49.726022,7.30748
Kirchweg,Idar-Oberstein,"Ehemalige evangelische Pfarrkirche, sogenannte Felsenkirche; auf unregelmäßigem Grundriss 1482–84 in Fels eingebaut, Erneuerung des spätgotischen Gewölbes durch Tonne, 1742, Veränderung des Turmdachs, 1858, Baumeister Weyer, tiefgreifende Sanierung, 1927–29, Architekt Wilhelm Heilig, Langen; Flügelaltar vom Ende des 14 Jahrhunderts, dem Meister der Mainzer Verspottung zugeschrieben",49.705251,7.328097
Kobachstraße 4,Idar-Oberstein,"anspruchsvolles Wohn- und Geschäftshaus, Louis-Seize-Stil, 1912",49.720017,7.302019
Luisenstraße 9,Idar-Oberstein,"ländliche Villa, eingeschossiger Mansarddachbau auf unregelmäßigem Grundriss, 1908, Architekt Georg Küchler, Darmstadt",49.708735,7.317047
Mainzer Straße 64,Idar-Oberstein,"Villa, Jugendstildekor, 1907",49.717909,7.305226
Mainzer Straße 66,Idar-Oberstein,"repräsentative Jugendstil-Villa, 1905, Architekten Hubert Himmes und Adrian Wehrli, Idar-Oberstein",49.717676,7.305594
Mainzer Straße 69,Idar-Oberstein,"repräsentative Jugendstil-Villa mit Mansarddach, um 1905",49.718136,7.303483
Mainzer Straße 73,Idar-Oberstein,"repräsentative Villa auf asymmetrischem Grundriss, barockisierender Jugendstildekor, 1905/06, Architekt Hans Weszkalnys, Saarbrücken",49.717979,7.304058
Mainzer Straße 75,Idar-Oberstein,"Putz-Villa auf asymmetrischem Grundriss, Walmdächer, 1901, Architekt Hubert Himmes, Idar-Oberstein",49.717926,7.304516
Mainzer Straße 224,Idar-Oberstein,"Villa Wolff, anspruchsvolle ländliche Villa, eingeschossiger Mansarddachbau, 1923/24, Architekt Julius Schneider",49.701697,7.319608
Otto-Decker-Straße 6,Idar-Oberstein,"dreigeschossiges neugotisches Wohn- und Geschäftshaus mit Mansarddach, 1900, Architekt Hubert Himmes, Idar-Oberstein",49.69999,7.320901
Otto-Decker-Straße 12,Idar-Oberstein,"villenartiges Eckwohnhaus, Neurenaissancemotive, 1895–96, Architekt Heinrich Güth, Saarbrücken",49.69999,7.320901
Otto-Decker-Straße 16,Idar-Oberstein,"historistisches Wohn- und Geschäftshaus mit Mansarddach, 1905",49.69999,7.320901
Ritterstraße 11,Idar-Oberstein,"Wohnhaus, nach 1882, barockisierende Erweiterung 1912",49.703229,7.330684
Ritterstraße 31,Idar-Oberstein,"Zeilenwohnhaus mit Mansarddach, Neurenaissancemotive, bezeichnet 1906",49.703159,7.332741
Schönlautenbach 6,Idar-Oberstein,"repräsentatives Wohnhaus, dreifach gestaffelter Walmdachbau, 1924/25, Architekt Johannes Weiler, Köln",49.701248,7.336406
Schönlautenbach 27,Idar-Oberstein,"Wohnhaus mit Mansarddach, eingeschossiger Fachwerkbau auf terrassenartigem Naturstein-Untergeschoss, 1928",49.697577,7.336514
Tiefensteiner Straße 20,Idar-Oberstein,"landhausartiges Wohnhaus, eingeschossiger Krüppelwalmdachbau, 1920er Jahre",49.725649,7.294042
Wasenstraße 1,Idar-Oberstein,"dreigeschossiges historisierendes Wohn- und Geschäftshaus, teilweise Zierfachwerk, Umbau 1924/25",49.69999,7.320901
Wilhelmstraße 23,Idar-Oberstein,"repräsentative Fabrikantenvilla mit Mansarddach, klassizierend-neubarocke Motive, ab 1909, Architekt Julius Schneider",49.704138,7.330352
Wilhelmstraße 44,Idar-Oberstein,"Fabrikantenwohnhaus mit Garten; sandsteingegliederter Effusivgesteinbau, Jugendstildekor, 1910, Architekt Max Jager; Ausstattung",49.703427,7.332732
Wilhelmstraße 48,Idar-Oberstein,"dreigeschossiges historistisches Wohn- und Geschäftshaus, sandsteingegliederter Ziegelbau, 1903, rückwärtig Fabrikationsgebäude; stadtbildprägend",49.70327,7.332993
am Wüstlautenbach,Idar-Oberstein,"Eisenbahnbrücke der Rhein-Nahe-Bahn; zum Teil stark erneuerter dreibogiger, backsteingegliederter Sandsteinquaderbau über das Tal des Wüstlautenbachs",49.699826,7.323884
an der Ostseite des Altenberges,Idar-Oberstein,Eisenbahnbrücke der Rhein-Nahe-Bahn; dreibogige Brücke im Nahetal am Altenberg,49.722749,7.297716
östlich von Idar auf dem Wartehübel,Idar-Oberstein,"Bismarckturm; monumentale Anlage aus Effusivgestein, 1907, Architekt Hans Weszkalnys, Saarbrücken (Entwurf Wilhelm Kreis, Dresden)",49.722749,7.297716
westlich des Bahnhofs,Idar-Oberstein,Eisenbahnbrücken der Rhein-Nahe-Bahn; zwei backsteingegliederte Sandsteinquaderbauten über eine Naheschleife,49.722749,7.297716
Im Stäbel,Idar-Oberstein,"Eingangsrelief der Straßburgkaserne: nationalsozialistisch geprägte Formen, 1936–38; an der Ecke zur Saarstraße Ehrenmal, 1958",49.721764,7.284241
"Im Stäbel, auf dem Friedhof",Idar-Oberstein,"Ehrenmal für die Gefallenen des Ersten Weltkriegs von Wilhelm Heilig, um 1920",49.721764,7.284241
östlich von Enzweiler,Idar-Oberstein,"Eisenbahnbrücke und Tunnel der Rhein-Nahe-Bahn; zweibogige Brücke, Effusivgestein und Ziegel, über die Nahe, eindrucksvolle Abfolge von Hommericher Tunnel, Brücke und Enzweiler Tunnel",49.722749,7.297716
Auf der Burr,Idar-Oberstein,"Ehemalige evangelische Pfarrkirche; ehemals St. Georg, gestaffelter romanischer Bau, Westturm, Chor spätgotisch verändert (wohl im 14. Jahrhundert), Saal barock überformt; Marienglocke von 1350; auf dem Friedhof Grabsteine um 1900",49.730808,7.388778
(bei) Auf der Burr 13,Idar-Oberstein,"Saugpumpe, Gusseisen, Messing, neugotisch, Firma Gebrüder Zilken, Koblenz, wohl letztes Viertel des 19. Jahrhunderts",49.731006,7.38894
(vor) Buchengasse 2 und 4,Idar-Oberstein,zwei schmiedeeiserne Ziehbrunnen,49.731676,7.388005
Göttschieder Straße 43,Idar-Oberstein,"Evangelische Kirche; Saalbau mit Dachreiter, Portal bezeichnet 1620, Überformungen 1775, 1864/65 und 1933",49.722096,7.335274
Hammersteiner Straße 39,Idar-Oberstein,"Evangelische Kirche; neubarocker Saalbau mit Dachreiter, 1904–09, Architekt August Senz, Düsseldorf; ortsbildprägend",49.691505,7.295102
nordwestlich von Hammerstein,Idar-Oberstein,"Eisenbahnbrücke und Tunnel der Rhein-Nahe-Bahn; zweibogiger backsteingegliederter Sandsteinquaderbau über die Nahe, Tunnel durch die sogenannte Hammersteiner Kipp",49.722749,7.297716
"Denkmalzone Am Kirchberg 3, 6, 8",Idar-Oberstein,"Gruppe aus katholischer Kirche (Am Kirchberg 3) und evangelischer Kirche (Am Kirchberg 6) mit ehemaligem Pfarrhaus (Am Kirchberg 8), Vorplatz mit Altären (aus Spolien), auf gegenüberliegenden Seiten der Straße, belegt die kirchliche Entwicklung des Ortes","",""
Am Kirchberg 3,Idar-Oberstein,"Ehemalige katholische Pfarrkirche St. Johann Nepomuk; zweischiffiger späthistoristischer Bruchsteinbau, Flankenturm, 1895–98, Architekt Ludwig Becker, Mainz; Spolie (18. Jahrhundert); reiche Ausstattung",49.692135,7.408873
Am Kirchberg 6,Idar-Oberstein,"Evangelische Pfarrkirche; schlichter barocker Saalbau, Dachreiter mit welscher Haube, 1755, Architekt Johann Thomas Petri, Kirn; Ausstattung",49.692356,7.409295
Am Kirchberg 8,Idar-Oberstein,"ehemaliges katholisches Pfarrhaus; ein- und zweigeschossiger barocker Walmdachbau, 1770, Architekt eventuell Johann Thomas Petri; ortsbildprägend",49.692228,7.409466
Auf dem Rain 21,Idar-Oberstein,"ehemalige Schule; verschachtelter Heimatstilbau mit expressionistischen Details, 1926/27",49.692886,7.405936
(an) Im Brühl 1,Idar-Oberstein,"Holztür, Zopfstil, 18. Jahrhundert",49.692508,7.410499
Im Schützenrech 57,Idar-Oberstein,"Schule; von Giebelrisaliten durchdrungener, sandsteingegliederter Putzbau, 1912, Erweiterung 1962",49.698917,7.397662
In der Gaß 3,Idar-Oberstein,"ehemaliger Stierstall; eingeschossiger Massivbau mit Fachwerk-Kniestock, wohl um 1910; Ausstattung",49.697647,7.399019
Denkmalzone Jüdischer Friedhof (Sonnehofstraße),Idar-Oberstein,"zehn meist stelenförmige Steine, 1900 bis um 1933, in umzäuntem Areal",49.722749,7.297716
Bachweg 6,Idar-Oberstein,"Quereinhaus, teilweise Fachwerk (verputzt), wohl aus der ersten Hälfte des 19. Jahrhunderts",49.748047,7.274333
Granatweg,Idar-Oberstein,"Kriegerdenkmal; Sandsteinrelief, 1920er Jahre, eingelassene Betonstele nach 1945",49.744024,7.276273
Tiefensteiner Straße 87,Idar-Oberstein,"Kallwiesweiherschleife; wassergetriebene Edelsteinschleife; gedrungener Satteldachbau mit großen Eisensprossenfenstern, 18. Jahrhundert, mehrfach umgestaltet oder erneuert; Ausstattung; Weiher",49.729248,7.287223
Tiefensteiner Straße 178,Idar-Oberstein,"Hettsteiner Schleife oder Schleife zwischen den Mühlen; ehemalige Wasserschleife; Bruchsteinbau mit großen Eisensprossenfenstern, 1846; Ausstattung",49.736456,7.281851
(bei) Tiefensteiner Straße 232,Idar-Oberstein,"ehemalige Tankstelle, Tankstellengebäude mit Verkaufsraum und Werkstatt, Pilzsäulenkonstruktion mit weit überstehendem Dach, 1950er Jahre",49.740997,7.27957
Tiefensteiner Straße 275,Idar-Oberstein,"villenartiges Wohnhaus mit zeitgenössischen Details, 1920er Jahre",49.741265,7.279758
Tiefensteiner Straße 296,Idar-Oberstein,"avantgardistisches Wohnhaus, 1930/32, Architekt Julius Schneider",49.746155,7.275842
Tiefensteiner Straße 322,Idar-Oberstein,"villenartiges Wohnhaus mit Mansarddach, Louis-Seize- und Jugendstilmotive, kurz nach 1900",49.747628,7.273982
Denkmalzone Jüdischer Friedhof (östlich des Ortes auf der Kuppe „Am Winnenberg“),Idar-Oberstein,sieben stelenartige Steine oder Sockel,49.722749,7.297716
Denkmalzone Niederreidenbacher Hof (nordöstliche des Ortes),Idar-Oberstein,"erste Erwähnung einer Burg im 13. Jahrhundert, im 19. Jahrhundert Gutshof, seit 1904 Diakonissenanstalt, mit Wohn- und Wirtschaftsgebäuden, Mühle und Brennerei, um 1840 ff.; Felsenkeller unter dem Hof; Um- und Erweiterungsbauten 1904 ff.; Kapelle, 1658 oder älter, Erweiterung 1931; Grabstein des Reichsherrn Friedrich Kasimir Boxheim († 1743); Reste des anstaltseigenen Friedhofs; zwei Wasserbehälter, 1930er Jahre; Park- und Gartenanlagen, landschaftsprägend",49.722749,7.297716
(gegenüber) Dorfstraße 1,Idar-Oberstein,"sogenannter Hessenstein; ehemaliger Grenzstein; toskanische Säule mit Inschrift und Wappenschild, nach 1815",49.727815,7.393853
Dorfstraße 32,Idar-Oberstein,"ehemaliges evangelisches Pfarrhaus; Krüppelwalmdachbau, Heimatstil, 1930/31, Architekt Friedrich Otto, Kirn; straßenbildprägend",49.725177,7.397105
Obere Kirchstraße,Idar-Oberstein,"Evangelische Pfarrkirche; ehemals St. Martin, frühklassizistischer Saalbau, Architekt Wilhelm Frommel, 1792/93; spätmittelalterlicher, im 17. Jahrhundert veränderter Turm; Stützmauer wohl mittelalterlich",49.722359,7.396063
Obere Kirchstraße,Idar-Oberstein,"Katholische Pfarrkirche St. Martin; neugotischer Rotsandsteinbau, 1896/97, Architekt Lambert von Fisenne, Gelsenkirchen; Ausstattung; ortsbildprägend",49.722359,7.396063
Weierbacher Straße 12,Idar-Oberstein,"teilweise gewerblich genutztes Wohnhaus mit Mansarddach, expressionistische Motive, 1920er Jahre",49.737277,7.403573
Weierbacher Straße 22,Idar-Oberstein,"Bahnhof; Empfangs- und Verwaltungsgebäude mit Dienstwohnungen, Güterhalle und Nebengebäude, 1913/14, Architekt Schenck; ein- und zweigeschossiger Hauptbau, klassizierender Jugendstildekor, monumentale Dachlandschaft",49.735589,7.400923
Weierbacher Straße 75,Idar-Oberstein,"ehemalige Amtsbürgermeisterei; asymmetrisch gegliederter Putzbau, Neurenaissancemotive, 1910/11",49.726895,7.394976
