"Denkmalzone Albinistraße, Diether-von-Isenburg-Straße, Ernst-Ludwig-Straße, Greiffenklaustraße, Kaiser-Friedrich-Straße, Kaiserstraße, Rheinallee", Mainz-Altstadt,"Gelände um das Kurfürstliche Schloss, nach Aufgabe des Bereichs durch das Militär ab 1899 im Rahmen eines Wettbewerbs geplantes neues Stadtzentrum zwischen Altstadt und Neustadt, Neuanlage von Albinistraße (geplant als Geschäftsstraße), Greiffenklaustraße, Ernst-Ludwig-Straße und Diether-von-Isenburgstraße, bebaut ab 1902 mit Gerichts- (Amtsgericht und Landgericht) und Gefängnisgebäuden, Verwaltungsgebäuden, Stadtbibliothek, Schule, Wohn- und Geschäftshäusern; bedeutend für die Stadtgeschichte und die Geschichte des Städtebaus um 1900",
Breidenbacherstraße 9, Mainz-Altstadt,"viergeschossiges Eckwohn- und Geschäftshaus, um 1860, Erweiterung und Jugendstildekor 1902, Architekt Gustav Peisker",
Breidenbacherstraße 11, Mainz-Altstadt,"ehemalige Polizei- und Feuerwache; heute Wohnhaus, dreigeschossiger kubischer Neurenaissancebau, eingeschossiges Spritzenhaus, 1884, Architekt Eduard Kreyßig",
Breidenbacherstraße 13, Mainz-Altstadt,"großvolumiges Zeilenwohn- und Geschäftshaus, Sandstein- und Klinkerfassade mit Terrakottareliefs, 1894, Architekt Eduard Kreyßig",
Breidenbacherstraße 15, Mainz-Altstadt,"viergeschossiges historistisches Zeilenwohnhaus, sandsteingegliederter Backsteinbau, 1876, Architekt Gustav Peisker",
Breidenbacherstraße 17 und 19, Mainz-Altstadt,"viergeschossige Zeilenwohn- und Handelshäuser, 1861, Nr. 19 bezeichnet 1894 (Aufstockung und Umbau); Ausstattung",
Breidenbacherstraße 25, Mainz-Altstadt,"spätklassizistischer Eckerker des ehemaligen palazzoartigen Neurenaissancebaus, 1862/63, Architekt Conrad Kraus",
Christofsstraße 8, Mainz-Altstadt,"ehemalige katholische St. Christofskirche; Kapelle und Mahnmal für die Opfer des Zweiten Weltkriegs, Ruine der 1280 bis 1330 errichteten, nach 1687 und 1761 renovierten und wiederhergestellten, 1942 ausgebrannten und 1945 zerstörten dreischiffigen Basilika, 1963/64 als Mahnmal mit stützender Betonkonstruktion hergerichtet; romanischer Nordturm, um 1240, Aufstockung 14./15. Jahrhundert; gotische Gruftanlage, Wandmalereien um 1400, Umwandlung zur Krypta 1761",
Christofsstraße 13, Mainz-Altstadt,"Gästehaus des Bentzelschen Hofs; dreigeschossiges Eckwohnhaus, kubischer Mansardwalmdachbau, 1741, Hausmadonna in Baldachinnische",
Dagobertstraße 2, Mainz-Altstadt,"ehemalige Mainzer Gasapparate- und Gusswerke; mächtiger viergeschossiger Blankziegelbau auf L-förmigem Grundriss mit gotisierendem Eckturm, 1899, Architekt Gustav Peisker",
Dagobertstraße 5, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit Mansarddach, neubarocke Motive, 1898, Architekt Conrad Jacoby",
Dagobertstraße 20, Mainz-Altstadt,"ehemaliges Beamtenhaus der Garnisons-Waschanstalt; zweieinhalbgeschossiger klinkerverkleideter Backsteinbau, 1888, Architekt Garnisons-Bauinspektor Reinmann",
Dagobertstraße 20b, Mainz-Altstadt,"ehemalige Garnisons-Waschanstalt; langgestreckter Klinkerbau mit Querflügeln, 1888, Architekt Garnisons-Bauinspektor Reinmann",
Dagobertstraße 24, Mainz-Altstadt,"ehemaliges Wachthaus; eingeschossiger Rotsandsteinquaderbau mit Flachdach sowie Teilstück der ehemaligen Infanteriemauer, Teil der so genannten Rheinkehlbefestigung von 1873/79, Architekt Eduard Kreyßig",
Deutschhausplatz 8, Mainz-Altstadt,"Altes Zeughaus; Dreiflügelanlage, 1604/05; Hauptflügel mit dreigeschossigen Rollwerkgiebeln, oktogonaler Treppenturm mit kurfürstlichem Wappen, bezeichnet 1603, an der nördlichen Giebelseite Neurenaissanceportal, 1907",
Deutschhausplatz 12, Mainz-Altstadt,"Deutschhaus (heute Landtag Rheinland-Pfalz); barocke Anlage mit Corps de logis und zwei Pavillons, 1730–40, Architekt Anselm Franz von Ritter zu Groenesteyn, Veränderungen durch Franz Joseph Roth, Mergentheim; dreigeschossiger Mansardwalmdachbau, 1736 nahezu vollendet; ehemalige Kapelle, 1736 begonnen, Bildwerke von Burkard Zamels (seit 1914 Kopien); Verwalterhaus, 1737 begonnen",
Diether-von-Isenburg-Straße 4, Mainz-Altstadt,"ehemaliges Kurfürstliches Schloss; 1628 begonnen als Erweiterungsflügel, der die Martinsburg (ab 1478) mit dem Kanzleigebäude (1555–57) und der Gangolfkapelle (1570–81) verbindet, 1752 vollendet, seit 1807 freigestellt und mit Errichtung der eingeschossigen Steinhalle Bildung einer Dreiflügelanlage, 1942 abgebrannt, 1948 Wiederherstellung; dreigeschossiger Ost- und Nordflügel mit hohen Walmdächern rechtwinklig zueinander, aber mit ungleicher Länge und Breite, klare Fassadengliederung mit reicher Bauplastik, eingeschossiger Westflügel (Steinhalle), öffnet sich mit Pfeilerarkadenwand zum Hof hin",
"Diether-von-Isenburg-Straße 15, Rheinallee 1", Mainz-Altstadt,"Verwaltungsgebäude für die Deutsche Fleischerei-Berufsgenossenschaft; aufwändiges Verwaltungsgebäude mit reichem neubarockem Dekor, 1903, Architekt Reinhold Weisse",
Eisgrubweg 3, Mainz-Altstadt,"Eisgrubschule; dreigeschossiger polychrom verklinkerter Quaderbau mit dreiteiligem Dachaufbau, Treppenhausrisalit mit Laterne, 1886–88, Architekt Eduard Kreyßig; Parallelgebäude mit Ausstattung jünger",
Eisgrubweg 13, Mainz-Altstadt,"repräsentative Neurenaissance-Villa, hausteingegliederter Klinkerbau auf polygonalem Grundriss, 1873/74, Architekt Philipp Krebs, Wintergarten 1903, Architekt Oscar Hauswald",
Eisgrubweg 15, Mainz-Altstadt,"großbürgerliche Villa, kubischer Walmdachbau, Neurenaissance- und neuklassizistische Motive, 1872, Architekt Heinrich Roos, Ausstattung; Garten- und Nebenbauten sowie Ummauerung mit neubarocken Eckpavillons, 1909, Architekt Wilhelm Hahn",
Eisgrubweg 17, Mainz-Altstadt,"dreieinhalbgeschossiges Zeilenwohnhaus, aufwändige villenartige Fassade, 1872, Architekt Philipp Krebs",
Eisgrubweg 19/21, Mainz-Altstadt,"anspruchsvolles viergeschossiges Doppelwohnhaus, aufwändige, polychrom verblendete Fassade, 1872, Architekt Philipp Anton Elbert; mehrfacher Keller",
Eisgrubweg 23, Mainz-Altstadt,"anspruchsvolle zweieinhalbgeschossige Villa, Neurenaissance- und neuklassizistische Motive, 1871/72, Architekt Philipp Krebs, Wintergarten 1901, Architekt Reinhold Weisse, Treppenhausanbau 1920er Jahre; tonnengewölbte Kellerstollen",
Emmeransstraße 19, Mainz-Altstadt,"ehemalige katholische Pfarrkirche St. Emmeran; romanischer Turm, Ende des 12. Jahrhunderts, Außenmauern der dreischiffigen gotischen Basilika, um 1300, Neben- und Hauptportal bezeichnet 1672; Hofmauer zwischen Kirche und Pfarrhaus (Nr. 15) mit Portal, bezeichnet 1671, ehemaliger Kirchhof",
Emmeransstraße 30, Mainz-Altstadt,"zweieinhalbgeschossiges palaisartiges Wohnhaus, 1778, Architekt wohl Johann Georg Süß",
"(in) Emmeransstraße 32b, Klarastraße 7", Mainz-Altstadt,"Überreste des barocken Ingelheimer Hofes, 1686/87: pilasterflankierter Torbogen, weitläufige tonnengewölbte Kelleranlagen und ein kreuzgragewölbter Raum sowie Außenmauern des südlichen Teils des Adelshofes in Emmeranstraße 32b",
Emmerich-Josef-Straße 3, Mainz-Altstadt,"viergeschossiges Wohn- und Handelshaus, klassizistische Motive, 1845, Architekt Joseph Roedler",
Emmerich-Josef-Straße 5, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus, 1845, Architekt Joseph Roedler, Neurenaissance-Fassade 1881, Architekt Gustav Peisker",
Emmerich-Josef-Straße 6/8, Mainz-Altstadt,"dreigeschossiges Doppelwohnhaus, hausteingegliederter Klinkerbau, Nr. 6 bezeichnet 1861, Architekt Theodor Heyl",
Emmerich-Josef-Straße 18, Mainz-Altstadt,"repräsentatives viergeschossiges historistisches Wohnhaus, 1865, Architekt Philipp Anton Elbert, Ausstattung; doppelter Keller",
Eppichmauergasse 2 und 4, Mainz-Altstadt,"Putzbauten, 18. Jahrhundert, unter Einbeziehung älterer Teile, Nr. 2 dreigeschossig, Nr. 4 viergeschossig, teilweise Fachwerk (verputzt), um 1838 aufgestockt",
Ernst-Ludwig-Straße 3, Mainz-Altstadt,"Gerichtsgebäude und Arresthaus; monumentale Gebäudegruppe, 1908, Architekten Paul und Karl Bonatz; Gerichtsgebäude, Walmdachbau mit monumental gegliederter Fassade, rückseitig Dreiflügelanlage, Steinreliefs von Heinrich Jobst, Darmstadt; gedeckte Brücke im ersten Geschoss als Verbindungstrakt zum um mehrere Binnenhöfe gruppierten Arresthaus",
Ernst-Ludwig-Straße 7, Mainz-Altstadt,"Städtisches Verwaltungsgebäude; schlichter Putzbau, teilweise „Zackenstil“, 1924–26, Architekt Fritz Luft",
Ernst-Ludwig-Straße 9, Mainz-Altstadt,"ehemaliges Verwaltungsgebäude der Großherzoglichen Weinbaudomäne und Oberförsterei, heute Verwaltungsgericht Mainz; repräsentativer fünfgeschossiger Putzbau mit streng-neuklassischem Aufriss, manieristische Formen, 1908, Architekt Regierungsbaumeister Beer",
Ernst-Ludwig-Straße 14, Mainz-Altstadt,"stattliches Wohn- und Geschäftshaus, fünfgeschossiger Putzbau mit Neurenaissance-Stufengiebel, 1904, Architekt Peter Scheuren",
Fischergasse 4–12, Mainz-Altstadt,"hoch aufragende Zeile direkt auf der Stadtmauer aufsitzender (Fachwerk-)Häuser über tonnengewölbten Kellern; überwiegend viergeschossige Bauten der Barockzeit bis zum frühen 19. Jahrhundert (mit älteren Teilen), deren Rückwände durch die Stadtmauer gebildet werden",
"(in) Fischergasse 4–12, Salmengäßchen", Mainz-Altstadt,gut erhaltene Teile der mittelalterlichen Stadtmauer,
Fischergasse 4, Mainz-Altstadt,"barockes Wohnhaus auf der Stadtmauer, viergeschossiger Mansarddachbau, teilweise Fachwerk (verputzt)",
Fischergasse 6, Mainz-Altstadt,"viergeschossiges Wohnhaus auf der Stadtmauer, teilweise Fachwerk (verputzt), wohl frühes 19. Jahrhundert",
Fischergasse 10, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus auf der Stadtmauer, teilweise Fachwerk (verputzt), 18. Jahrhundert",
Fischergasse 12, Mainz-Altstadt,"barockes Wohnhaus auf der Stadtmauer, viergeschossiger Mansarddachbau, teilweise Fachwerk (verputzt), 18. Jahrhundert, Umbau zur Fischhalle wohl 1872; Ausstattung",
Fischtorplatz, Mainz-Altstadt,"Fischtorbrunnen, 1930/31 von Rudolf Schreiner",
Fischtorplatz, Mainz-Altstadt,"Marine-Ehrenmal; adlerbekrönte Stele zur Erinnerung an SMS Mainz, nach 1931",
Fischtorplatz 11, Mainz-Altstadt,"viergeschossiges Wohn- und Geschäftshaus mit ausgebautem Mansarddach, Kasteneckerker mit polygonalem Turmaufsatz, 1889, Architekt C. Zulehner",
Fischtorplatz 13 und 17, Mainz-Altstadt,"Einfamilienhäuser mit Souterrain und ausgebautem Dachgeschoss, Neurenaissance, 1888/89, Architekt Gustav Peisker",
Fischtorplatz 16, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus, Neurenaissance, 1886, Architekt Wilhelm Ludwig",
Fischtorplatz 18, Mainz-Altstadt,"stattliches viergeschossiges Eckhaus mit Mansarddach, 1886/87, Architekt Eugen Anger",
Fischtorplatz 19, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit symmetrischer Back-Sandsteinfassade, Stufengiebel, 1889, Architekt Gustav Peisker",
Fischtorplatz 20, Mainz-Altstadt,"fünfgeschossiges Zeilenwohnhaus, vorkragendes Kranzgesims, 1886, Architekt wohl C. Zulehner",
Fischtorplatz 21, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit ausgebautem Mansarddach, 1889, Architekt Franz-Josef Usinger",
Fischtorplatz 22, Mainz-Altstadt,"viergeschossiger Wohnhaus mit Mansarddach, Eckerker mit polygonalem Turmaufsatz, 1886, Architekt Peter Gustav Rühl",
Fischtorplatz 23, Mainz-Altstadt,"dreiseitig freistehendes Eckhaus, dreigeschossig auf hohem Souterrain, ausgebautes Mansarddach, 1889, Architekt Philipp Johann Berdellé; auf dem Vorbau Glas-Eisen-Konstruktion von 1900",
Gärtnergasse 28, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus mit kräftig gegliederter Fassade, um 1890",
(an) Gaustraße 1, Mainz-Altstadt,"Vesperbild mit Heiligen, Steinrelief, Ende des 16. Jahrhunderts",
Gaustraße 18, Mainz-Altstadt,"Schottenhof, viergeschossiger Klinkerbau auf Sandsteinquadergeschoss, Neurenaissancemotive, 1872–76, Architekt Eduard Kreyßig",
Gaustraße 25, Mainz-Altstadt,"dreigeschossiger Blankziegelbau, neugotische Motive, bezeichnet 1858, Architekt Paul Martel",
Gaustraße 36, Mainz-Altstadt,"Putzbau mit abgewalmtem Satteldach, im Kern wohl aus dem 16. Jahrhundert; barocke Nischenfigur, wohl Anfang des 18. Jahrhunderts",
Gaustraße 39/41, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus, Klinkerbau, Neurenaissance, bezeichnet 1893, Architekt Eduard Kreyßig",
(an) Gaustraße 55, Mainz-Altstadt,"barockes Oberlichtportal, wohl Anfang des 18. Jahrhunderts; Reliefbild eines Ackermanns, um 1925",
Goldenbrunnengasse 10, Mainz-Altstadt,"schlichtes Rokoko-Wohnhaus, 18, Jahrhundert, Steinmetzschmuck 19. Jahrhundert; rückwärtig Atelierbau, 1865, Architekt Conrad Kraus, Figurenpavillon, 1896/1906",
Goldenluftgasse 6, Mainz-Altstadt,"Fürstenbergerhofschule; drei- und viergeschossiger Winkelbau, hausteingegliederte Klinkerbauten mit Walmdächern, 1883–85, Architekt Eduard Kreyßig",
Goldenluftgasse 8, Mainz-Altstadt,"dreigeschossiges Wohnhaus, kubischer Walmdachbau, erste Hälfte des 18. Jahrhunderts, Aufstockung wohl im 19. Jahrhundert",
Graben 2, Mainz-Altstadt,"dominantes vier- und fünfgeschossiges neubarockes Eckhaus mit Mansardwalmdach, bezeichnet 1906, Architekt Emil Dyrauf",
Graben 3, Mainz-Altstadt,"großbürgerliches Rokoko-Wohn- und Geschäftshaus, dreigeschossiger Mansarddachbau mit Arkadenerdgeschoss, 1763, dreiachsige Erweiterung 1775",
Grebenstraße 1, Mainz-Altstadt,"viergeschossiges barockes Wohnhaus, sandsteingerahmter Putzbau, 18. Jahrhundert (Ladeneinbau und Aufstockung 1872), im Innern barocke Holztreppe",
Grebenstraße 4 und 6, Mainz-Altstadt,"Zeilen-Doppelwohnhaus, zweite Hälfte des 18. Jahrhunderts, Fachwerk-Aufstockung um 1834, Ausstattung; dazugehörige Hinterhäuser",
Grebenstraße 5 und 7, Mainz-Altstadt,"Hofanlage; Nr. 5 Hof Zum Ehrenfels, Putzbau, im Kern spätmittelalterlich, teilweise Fachwerk, hofseitig Fachwerklaube; Nr. 7 Haus Zur Würzburg, im 19. Jahrhundert überformt, Ruine, wohl Reste des 1568 genannten Hofs Zur Langen Nase",
Grebenstraße 8, Mainz-Altstadt,"Arnsburger Hof (heute Bibliothek); Zweiflügelbau mit oktogonalem Treppenturm, 1769, gotischer Staffelbogen; Bernhardskapelle, Anfang des 13. Jahrhunderts, Wandmalerei um 1500",
(an) Grebenstraße 9, Mainz-Altstadt,"sandsteingegliedertes Backstein-Erdgeschoss mit Neurenaissance-Portal des ehemaligen Bischöfliches Konvikts, bezeichnet 1891",
(an) Grebenstraße 26, Mainz-Altstadt,"gotischer Torbogen, um 1400",
Greiffenklaustraße 1 und 3, Mainz-Altstadt,"fünfgeschossige Wohnhäuser, Nr. 1 barockisierend, Nr. 3 gotisierend, 1903",
Greiffenklaustraße 9, Mainz-Altstadt,"späthistoristisches Wohn- und Geschäftshaus, gotisierende Formen, 1904, Architekt Johann Theodor Schmitt",
Greiffenklaustraße 11/13, Mainz-Altstadt,"spiegelsymmetrisches späthistorisches Doppelhaus, 1904, Architekt Johann Theodor Schmitt",
Große Bleiche 15, Mainz-Altstadt,"Stadioner Hof; großvolumiger dreigeschossiger barocker Baukörper, sandsteingegliederter Putzbau, 1728–33, vollendet 1737, Architekt wohl Anselm Franz von Ritter zu Groenesteyn; nach Kriegsschäden Wiederaufbau mit zusätzlichem Mezzanin und Walmdach 1949",
(an) Große Bleiche 27, Mainz-Altstadt,"Muttergottes von der „Alten Burse“; Baldachinmadonna, erstes Viertel des 18. Jahrhunderts",
(an) Große Bleiche 29, Mainz-Altstadt,"Muttergottes vom Wolf-Metternichschen Hof, Baldachinmadonna, frühes 18. Jahrhundert",
Große Bleiche 49/51, Mainz-Altstadt,"ehemalige Golden-Ross-Kaserne; langgestreckter barocker Putzbau mit zweieinhalbgeschossigen Eckbauten mit Mansardwalmdächern, 1766/67, Architekt Jakob Joseph Schneider (Nr. 1 wohl 1743/43), auf dem Mittelrisalit Goldenes Ross von 1774 (Rekonstruktion); Erweiterung zur Vierflügelanlage durch Hofflügel und ehemalige Reithalle, vierzehnachsiger frühklassizistischer Walmdachbau, 1770, Architekt Jakob Joseph Schneider; Bauhofstraße 1 (heute Landesmuseum)",
Große Weißgasse 14, Mainz-Altstadt,"schlichtes dreigeschossiges Wohnhaus, teilweise Fachwerk (verputzt), erste Hälfte des 18. Jahrhunderts, rückwärtige Aufstockung im 19. Jahrhundert",
Gutenbergplatz, Mainz-Altstadt,"Gutenberg-Denkmal; überblebensgroßes Bronzestandbild, Bronzereliefplatten, 1832/33 von Bertel Thorvaldsen",
Gutenbergplatz 1, Mainz-Altstadt,"dreigeschossiges Wohn- und Geschäftshaus nach französischem Vorbild, Empirestil, um 1810, Architekt J. F. Eustache de St. Far",
Gutenbergplatz 7, Mainz-Altstadt,"Staatstheater Mainz; Rechteckbau mit halbrundem Zuschauerhaus, 1829–33, Architekt Georg Moller, seitliche Anbauten 1838, ummantelnde Erweiterung 1910–12, Architekt Adolf Gelius, Reliefs von Ludwig Lipp senior, 1910",
(unter(halb)) Gymnasiumstraße 7, Mainz-Altstadt,"tonnengewölbte Kelleranlagen des ehemaligen Greiffenklau'schen Hofes von 1627, 1865 teilweise überformt, Sandsteinplattenboden",
Hänleingäßchen, Mainz-Altstadt,Bruchsteinmauer mit gotischer Pforte,
Hänleingäßchen 3, Mainz-Altstadt,"schlichtes dreigeschossiges Wohnhaus, teilweise Fachwerk (verputzt), wohl 17. Jahrhundert, Pforte bezeichnet 1713: barocker Torbogen",
Heidelbergerfaßgasse 15, Mainz-Altstadt,"Wohn- und Geschäftshaus, teilweise Backstein, 1876, Architekt Joseph H. A. Lucas",
Heiliggrabgasse 2, Mainz-Altstadt,"ehemalige Johanniterkommende Zum Heiligen Grab; ummauerte dreiflügelige Hofanlage nach Vorbild des französischen Stadthotels, Hauptbau mit übergiebelter Mitte und Mansardwalmdach, 1740–48, Architekten Johann Kaspar Bagnato unter Mitwirkung von Anselm Franz von Ritter zu Groenesteyn; Ausstattung",
Heiliggrabgasse 8, Mainz-Altstadt,"Dreifensterhaus, teilweise Fachwerk, mit Ladenarkatur, frühes 17. Jahrhundert",
Heiliggrabgasse 9, Mainz-Altstadt,"Haus Zum kleinen Engel; repräsentatives dreigeschossiges barockes Wohnhaus mit Zeltdach, Eckerker mit Haube, Ende des 17. Jahrhunderts",
Heiliggrabgasse 10, Mainz-Altstadt,"Haus Zur Weinrebe; dreigeschossiger verputzter Fachwerkbau, wohl 17. Jahrhundert; rückwärtig Haus Zum Allen Diefenhaus",
Heiliggrabgasse 12, Mainz-Altstadt,"Haus Zum Eichhorn; dreigeschossiges Zweifensterhaus, teilweise Fachwerk, 18. Jahrhundert wohl unter Einbeziehung älterer Teile, klassizistische Fassade und Walmdach vom Anfang des 19. Jahrhunderts; rückwärtig spätmittelalterlicher Fachwerkbau",
Heringsbrunnengasse 7, Mainz-Altstadt,"Haus Zum Großen Nassau oder Haus Zum Stolzenberg bzw. Stolzenburg; dreigeschossiges barockes Eckwohnhaus, Walmdachbau mit lebhaftem Fassadenrelief, um 1710 wohl unter Einbeziehung älterer Teile",
Heringsbrunnengasse 15, Mainz-Altstadt,"stattlicher dreigeschossiger Barockbau, teilweise Fachwerk (verputzt), erste Hälfte des 18. Jahrhunderts; Ausstattung",
Himmelgasse 1, Mainz-Altstadt,"dreigeschossiges, im Kern spätgotisches Wohnhaus, wohl um 1500, barocke Überformung bezeichnet 1735; mittelalterlicher Keller",
Himmelgasse 9, Mainz-Altstadt,"Erbacher Hof; im Kern romanischer, mehrfach erweiterter und umgebauter Komplex, bezeichnet 1606 und 1729; dreigeteilter Hauptbau über mittelalterlicher Kellern, Südflügel 1197 (dendrodatiert); Mittelbau mit frühgotischer Marienkapelle, um 1250",
Himmelgasse 18, Mainz-Altstadt,"Katholische Marienkirche, ehemalige Kapuzinerkirche; ehemaliges Kapuzinerkloster, Klosteranlage, 1900–03, Architekt Clemens Rühl; Klosterkirche St. Franziskus (heute katholische Marienkirche), dreischiffige neuromanische Basilika, sandsteingegliederter Klinkerbau, 1900/01; Ausstattung; Klostergebäude, zwei- und dreigeschossiger Klinkerbau, 1902/03",
Hintere Bleiche 19, Mainz-Altstadt,"viergeschossiges Wohn- und Geschäftshaus mit Ladenarkatur und Mansarddach, um 1890",
Hintere Bleiche 20/22, Mainz-Altstadt,"dreigeschossige Wohnhäuser, teilweise Fachwerk (verputzt), um 1700, Nr. 20 1845, 1871 (Kniestock) und um 1910 (Ladeneinbau) verändert, Aufstockung des Hinterhauses in der zweiten Hälfte des 19. Jahrhunderts",
"(in) Hintere Bleiche 21, 25, 27", Mainz-Altstadt,Reste der mittelalterlichen Wehrmauer,
(an) Hintere Bleiche 45, Mainz-Altstadt,"Marienkrönung, Steinrelief, um 1750",
Hintere Christofsgasse 2, Mainz-Altstadt,"Knebelscher Hof; großvolumiger dreigeschossiger Renaissancebau, 1588–98 mit oktogonalem Treppenturm, nach Kriegszerstörung und Abbruch 1953–55 Neuaufbau unter Wiederverwendung alter Teile: zweigeschossiger Stein-Eckerker, korbbogige Torfahrt, hofseitig zweigeschossiger Erker mit einzigartiger Tuffsteindekoration nach 1684, im südlich anschließenden Flügel Sturz des Jesuitennovizitas, bezeichnet 1716",
(an) Hintere Christofsgasse 3, Mainz-Altstadt,"Eckeinfassung und Torfahrt des Hofes Zum Algesheim, 1726",
Hintere Christofsgasse 4, Mainz-Altstadt,"Katholische und evangelische St. Josephskapelle; achteckiger barocker Walmdachbau, 1715–18, Architekt Johannes Weydt, Aufstockung 1723/24; Josefsskulptur, bezeichnet 1720, wohl von Burkard Zamels",
(an) Höfchen 4, Mainz-Altstadt,"Wappenstein des ehemaligen Stadtgerichts, reiches Spätrenaissancewappen des Kurfürsten Johann Schweikhard von Kronberg, bezeichnet 1611",
Holzhofstraße 1, Mainz-Altstadt,"Reste des ehemaligen Südbahnhofs; Westfassade des Verwaltungsgebäudes, 1884, Architekt wohl Philipp Berdellé, drei Bahnsteigüberdachungen auf gusseisernen Säulen",
Holzhofstraße 24, Mainz-Altstadt,"viergeschossiges historistisches Wohnhaus mit Mansarddach und Belvedere, letztes Viertel des 19. Jahrhunderts",
Holzhofstraße 30, Mainz-Altstadt,"dreigeschossiges klassizistisches Wohnhaus, teilweise Fachwerk (verputzt), 1840er Jahre",
Holzhofstraße 32, Mainz-Altstadt,"großvolumiges dreigeschossiges Eckhaus, Blankziegelbau, 1864, Architekt Christian Lothary",
Holzhofstraße 36, Mainz-Altstadt,"dreigeschossiges Wohnhaus, 1840er Jahre",
Holzstraße 27, Mainz-Altstadt,"Holzturm; 1366 erstmals erwähnt, charakteristische Gestalt und Höhe seit der ersten Hälfte des 15. Jahrhunderts, Turmhelm und Hauben der Ecktürmchen rekonstruiert, sechsgeschossiger Torturm aus Bruchsteinmauerwerk, Eckquaderung, Torfahrt stadtseitig kreuzrippengewölbt, rheinseitig als Spitzbogen",
Holzstraße 39, Mainz-Altstadt,"viergeschossiges Zeilenwohnhaus, 1888/89, Architekt Peter Gustav Rühl",
